playerID,coachID,hofID,firstName,lastName,nameNote,nameGiven,nameNick,height,weight,shootCatch,legendsID,ihdbID,hrefID,firstNHL,lastNHL,firstWHA,lastWHA,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity,deathYear,deathMon,deathDay,deathCountry,deathState,deathCity,goals
kruppuw01,,,Uwe,Krupp,,Uwe G.,,78,235,R,10841,2833,kruppuw01,1986,2002,,,D,1965,6,24,Germany,,Cologne,,,,,,,69
krusepa01,,,Paul,Kruse,,Paul Johannes,,73,215,L,10843,2835,krusepa01,1990,2000,,,L,1970,3,15,Canada,BC,Merritt,,,,,,,125
krushmi01,,,Mike,Krushelnyski,,Michael,Krusher/Cruiser,74,200,L,10844,2836,krushmi01,1981,1994,,,L,1960,4,27,Canada,QC,Montreal,,,,,,,236
krutovl01,,,Vladimir,Krutov,,Vladimir,The Tank,69,195,L,13235,2837,krutovl01,1989,1989,,,L,1960,6,1,Russia,,Moscow,,,,,,,247
krygito01,,,Todd,Krygier,,Todd Andrew,,72,185,L,10845,2840,krygito01,1989,1997,,,L,1965,10,12,USA,MI,Northville,,,,,,,184
kryskda01,,,Dave,Kryskow,,David Roy,,70,175,L,13236,2841,kryskda01,1972,1975,1976,1977,L,1951,12,25,Canada,AB,Edmonton,,,,,,,64
kryzaed01,,,Ed,Kryzanowski,,Edward Lloyd,Sonny,71,175,L,13237,2843,kryzaed01,1948,1952,,,D,1925,11,14,Canada,ON,Fort Frances,2007,4,29,Canada,ON,Atikokan,117
kubafi01,,,Filip,Kuba,,Filip,,75,205,L,13531,23728,kubafi01,1998,2011,,,D,1976,12,29,Czech Republic,,Ostrava,,,,,,,40
kubalto01,,,Tomas,Kubalik,,,,74,183,,,,kubalto01,2010,2011,,,R,1990,5,1,Czech Republic,,Plzen,,,,,,,198
kubinpa01,,,Pavel,Kubina,,Pavel,,76,244,R,10355,29093,kubinpa01,1997,2011,,,D,1977,4,15,Czech Republic,,Caledna,,,,,,,20
kucerfr01,,,Frantisek,Kucera,,Frantisek,,74,205,R,10847,2844,kucerfr01,1990,2001,,,D,1968,2,3,Czech Republic,,Prague,,,,,,,45
kudasal01,,,Alexei,Kudashov,,Alexei,,72,183,R,10851,2845,kudasal01,1993,1993,,,C,1971,7,21,Russia,,Elektrostal,,,,,,,171
kudelbo01,,,Bob,Kudelski,,Robert R.,,73,205,R,10852,2846,kudelbo01,1987,1995,,,R,1964,3,3,USA,MA,Springfield,,,,,,,172
kudrokr01,,,Kristian,Kudroc,,,,79,255,R,19300,45106,kudrokr01,2000,2003,,,D,1981,5,21,Czech Republic,,Michalovce,,,,,,,66
kuhngo01,,,Gord,Kuhn,,Gordon Frederick,Doggie,67,145,R,13238,17116,kuhngo01,1932,1932,,,R,1905,11,19,Canada,NS,Truro,1978,7,29,,,,67
kukkola01,,,Lasse,Kukkonen,,,,73,190,L,21040,56047,kukkola01,2003,2008,,,D,1981,9,18,Finland,,Oulu,,,,,,,154
kukulag01,,,Aggie,Kukulowicz,,Adolph Frank,,75,175,L,13239,11324,kukulag01,1952,1953,,,C,1933,4,2,Canada,MB,Winnipeg,2008,9,26,Canada,ON,Toronto,19
kulakst01,,,Stu,Kulak,,Stuart,,70,180,L,13240,2847,kulakst01,1982,1988,,,R,1963,3,10,Canada,AB,Edmonton,,,,,,,110
kuldaar01,,,Arturs,Kulda,,,,74,194,L,,95343,kuldaar01,2009,2011,,,D,1988,7,25,Latvia,,Riga,,,,,,,222
kulemni01,,,Nikolai,Kulemin,,,,73,183,L,21967,95387,kulemni01,2008,2011,,,L,1986,7,14,Russia,,Magnitogorsk,,,,,,,112
kulesmi01,,,Mikhail,Kuleshov,,,,74,205,R,19297,45078,kulesmi01,2003,2003,,,L,1981,1,7,Russia,,Perm,,,,,,,183
kulikdm01,,,Dmitry,Kulikov,,,,73,183,L,,116200,kulikdm01,2009,2011,,,D,1990,10,29,Russia,,Lipetsk,,,,,,,141
kullmar01,,,Arnie,Kullman,,Arnold Edwin,,67,170,L,13241,12110,kullmar01,1947,1949,,,C,1927,10,9,Canada,MB,Winnipeg,1999,6,11,USA,PA,Hershey,189
kullmed01,,,Eddie,Kullman,also known as Coleman,Edward George,,67,165,R,13242,2848,kullmed01,1947,1953,,,R,1923,12,12,Canada,MB,Winnipeg,1997,3,19,,,,157
kultaja01,,,Jarno,Kultanen,,Jarno Pekka Juhani,,74,198,L,19728,34198,kultaja01,2000,2002,,,D,1973,1,8,Finland,,Luumaki,,,,,,,207
kumpema01,,,Mark,Kumpel,,Mark Alan,,72,190,R,10855,2849,kumpema01,1984,1990,,,R,1961,3,7,USA,MA,Wakefield,,,,,,,17
kundrto01,,,Tomas,Kundratek,,,,73,180,,,,kundrto01,2011,2011,,,D,1989,12,26,,,,,,,,,,73
kunitch01,,,Chris,Kunitz,,,,71,195,L,20853,49486,kunitch01,2003,2011,,,L,1979,9,26,Canada,SK,Regina,,,,,,,255
kuntale01,,,Les,Kuntar,,Leslie Steven,,74,195,L,18311,2850,kuntale01,1993,1993,,,G,1969,7,28,USA,NY,Elmira,,,,,,,220
kuntzal01,,,Alan,Kuntz,,Alan Robert,,71,165,L,13243,13074,kuntzal01,1941,1945,,,L,1919,6,4,Canada,ON,Toronto,1987,3,7,Canada,ON,Ottawa,175
kuntzmu01,,,Murray,Kuntz,,Murray Robert,,70,180,L,13244,6752,kuntzmu01,1974,1974,,,L,1945,12,19,Canada,ON,Ottawa,,,,,,,141
kurkato01,,,Tomas,Kurka,,,,71,190,L,19587,50231,kurkato01,2002,2003,,,L,1981,12,14,Czech Republic,,Most,,,,,,,194
kurrija01,,kurrija01h,Jari,Kurri,,Jari Pekka,,72,194,R,P200104,2852,kurrija01,1980,1997,1978,1978,R,1960,5,18,Finland,,Helsinki,,,,,,,113
kurteor01,kurteor01c,,Orland,Kurtenbach,,Orland John,Big Kurt,74,180,L,13245,2854,kurteor01,1960,1973,,,C,1936,9,7,Canada,SK,Cudworth,,,,,,,124
kurtga01,,,Gary,Kurt,,Gary David,,75,205,L,18582,2853,kurtga01,1971,1971,1972,1976,G,1947,3,9,Canada,ON,Kitchener,,,,,,,71
kurtzju01,,,Justin,Kurtz,,,,72,188,L,17397,16001,kurtzju01,2001,2001,,,D,1977,1,14,Canada,MB,Winnipeg,,,,,,,159
kurveto01,,,Tom,Kurvers,,Thomas James,,74,195,L,10858,2855,kurveto01,1984,1994,,,D,1962,9,14,USA,MN,Minneapolis,,,,,,,244
kurylme01,,,Merv,Kuryluk,,Mervin,,71,185,L,13246,12344,kurylme01,1961,1961,,,L,1937,8,10,Canada,SK,Yorkton,,,,,,,172
kushnda01,,,Dale,Kushner,,Dale T.,,73,195,L,10859,2857,kushnda01,1989,1991,,,R,1966,6,13,Canada,BC,Terrace,,,,,,,94
kutlazd01,,,Zdenek,Kutlak,,,,75,221,L,19796,51179,kutlazd01,2000,2003,,,D,1980,2,13,Czech Republic,,Budejovice,,,,,,,100
kuzmige01,,,George,Kuzmicz,,George,,73,200,L,,10259,kuzmige01,,,1974,1975,D,1952,5,24,Canada,QC,Montreal,,,,,,,228
kuznema01,,,Maxim,Kuznetsov,,,,77,230,L,10628,14463,kuznema01,2000,2003,,,D,1977,3,24,Russia,,Pavlodor,,,,,,,256
kuznigr01,,,Greg,Kuznik,,,,72,185,L,10368,28885,kuznigr01,2000,2000,,,D,1978,6,12,Canada,BC,Prince George,,,,,,,99
kuzykke01,,,Ken,Kuzyk,,Kenneth Michael,,73,195,R,13247,7855,kuzykke01,1976,1977,,,R,1953,8,11,Canada,ON,Toronto,,,,,,,105
kvartdm01,,,Dmitri,Kvartalnov,,Dmitri,,71,180,L,10862,2862,kvartdm01,1992,1993,,,R,1966,3,25,USSR,,Voskresensk,,,,,,,8
kvashol01,,,Oleg,Kvasha,,Oleg,,77,230,R,13711,29094,kvashol01,1998,2005,,,L,1978,7,26,Russia,,Moscow,,,,,,,20
kvetojo01,,,Josef,Kveton,,,,,,,,40830,kvetojo01,,,1977,1977,D,,,,,,,,,,,,,48
kwiatjo01,,,Joel,Kwiatkowski,,,,74,210,L,10379,26819,kwiatjo01,2000,2007,,,D,1977,3,22,Canada,SK,Kindersley,,,,,,,84
kwongla01,,,Larry,Kwong,,Lawrence,King/China Clipper,66,150,R,13248,12948,kwongla01,1947,1947,,,C,1923,6,17,Canada,BC,Vernon,,,,,,,131
kyhosvl01,,,Vladimir,Kyhos,,,,,,,,,kyhosvl01,,,1978,1978,,,,,,,,,,,,,,71
kylean01,,,Andy,Kyle,,Andrew Ewing,,68,160,L,,,,,,,,L,1889,10,29,Canada,ON,Toronto,1971,9,6,Canada,ON,Toronto,135
kylebi01,,,Bill,Kyle,,William Miller,,73,210,R,13249,12069,kylebi01,1949,1950,,,C,1924,12,23,Canada,SK,Dysart,1968,4,17,,,,144
kylegu01,,,Gus,Kyle,,Walter Lawrence,,73,202,L,13250,11437,kylegu01,1949,1951,,,D,1923,9,11,Canada,SK,Dysart,1996,11,17,,,,28
kylloma01,,,Markku,Kyllonen,,Markku,,75,194,L,13251,6344,kylloma01,1988,1988,,,L,1962,2,15,Finland,,Joensuu,,,,,,,101
kypreni01,,,Nick,Kypreos,,Nicholas George,,72,205,L,10863,2865,kypreni01,1989,1996,,,L,1966,6,4,Canada,ON,Toronto,,,,,,,157
kyteji01,,,Jim,Kyte,,James G.,,77,210,L,10864,2867,kyteji01,1982,1995,,,D,1964,3,21,Canada,ON,Ottawa,,,,,,,37
kytnami01,,,Milan,Kytnar,,,,72,180,,,,kytnami01,2011,2011,,,C,1989,5,19,,,,,,,,,,97
laaksan01,,,Antti,Laaksonen,,Antti,,72,187,L,16438,22601,laaksan01,1998,2006,,,L,1973,10,3,Finland,,Tammela,,,,,,,151
laakste01,,,Teemu,Laakso,,,,73,209,R,,83090,laakste01,2009,2011,,,D,1987,8,27,Finland,,Tuusula,,,,,,,258
labadmi01,,,Mike,Labadie,,Michel Joseph Gilles,,71,170,R,13252,10671,labadmi01,1952,1952,,,R,1932,8,17,Canada,QC,St. Francis D'Assisi,,,,,,,19
labarja01,,,Jason,Labarbera,,,,75,230,L,18986,29212,labarja01,2000,2011,,,G,1980,1,18,Canada,BC,Burnaby,,,,,,,62
labatne01,,,Neil,Labatte,,Neil Joseph Harry,,74,178,L,13253,7530,labatne01,1978,1981,,,D,1957,4,24,Canada,ON,Don Mills,,,,,,,23
labbeje01,,,Jean-Francois,Labbe,,Jean Francois,,70,175,L,18797,6002,labbeje01,1999,2002,,,G,1972,6,15,Canada,QC,Sherbrooke,,,,,,,19
labbemo01,,,Moe,L'Abbe,,Maurice Joseph,,69,170,L,13254,8318,labbemo01,1972,1972,,,R,1947,8,12,Canada,QC,Montreal,,,,,,,21
labelma01,,,Marc,Labelle,,Marc,,73,215,L,10053,2868,labelma01,1996,1996,,,L,1969,12,20,Canada,QC,Maniwaki,,,,,,,139
labinle01,,,Leo,Labine,,Leonard Gerald,The Lion,70,170,R,13255,2881,labinle01,1951,1961,,,R,1931,7,22,Canada,ON,Haileybury,2005,2,25,Canada,ON,North Bay,204
labosgo01,,,Gord,Labossiere,,Gordon William,,73,190,R,13256,2882,labosgo01,1963,1971,1972,1975,C,1940,1,2,Canada,MB,St. Boniface,,,,,,,33
labovma01,,,Max,Labovitch,,Maxwell,,71,165,R,13257,14586,labovma01,1943,1943,,,R,1924,1,18,Canada,MB,Winnipeg,,,,,,,155
labrada01,,,Dan,Labraaten,,Daniel,Rusty,72,190,R,13258,2884,labrada01,1978,1981,1976,1977,L,1951,6,9,Sweden,,Leksand,,,,,,,217
labrepa01,,,Patrick,Labrecque,,Patrick,,72,190,L,18312,5901,labrepa01,1995,1995,,,G,1971,3,6,Canada,QC,LaSalle,,,,,,,151
labreyv01,,,Yvon,Labre,,Yvon Jules,,71,190,L,13259,2885,labreyv01,1970,1980,,,D,1949,11,29,Canada,ON,Sudbury,,,,,,,226
labrigu01,,,Guy,Labrie,,Guy,,72,185,L,13260,13247,labrigu01,1943,1944,,,D,1920,8,11,Canada,QC,St. Charles Bellechasse,,,,,,,57
labripi01,,,Pierre-Cedric,Labrie,,,,74,220,,,,labripi01,2011,2011,,,L,1986,12,6,,,,,,,,,,148
lachami01,,,Michel,Lachance,,Michel,,72,190,R,13263,8509,lachami01,1978,1978,,,D,1955,4,11,Canada,QC,Quebec City,,,,,,,34
lachasc01,,,Scott,Lachance,,Scott Joseph,,73,215,L,10867,2888,lachasc01,1991,2003,,,D,1972,10,22,USA,VA,Charlottesville,,,,,,,119
lachebl01,,,Blaine,Lacher,,Blaine,,73,205,L,19084,2889,lachebl01,1994,1995,,,G,1970,9,5,Canada,AB,Medicine Hat,,,,,,,20
lachel01,,lachel01h,Elmer,Lach,,Elmer James,,70,165,L,P196606,2887,lachel01,1940,1953,,,C,1918,1,22,Canada,SK,Nokomis,,,,,,,210
lacomfr01,,,Francois,Lacombe,,Francois,,70,185,L,13264,7418,lacomfr01,1968,1979,1972,1978,D,1948,2,24,Canada,QC,Lachine,,,,,,,137
lacomno01,,,Normand,Lacombe,,Normand,,72,205,R,13265,2892,lacomno01,1984,1990,,,R,1964,10,18,Canada,QC,Pierrefonds,,,,,,,72
lacosda01,,,Dan,LaCosta,,,,74,186,L,21351,71811,lacosda01,2007,2008,,,G,1986,3,28,Canada,NL,Labrador City,,,,,,,169
lacouda01,,,Dan,LaCouture,,Daniel Scott,,74,215,L,13722,19371,lacouda01,1998,2008,,,L,1977,4,18,USA,MA,Hyannis,,,,,,,46
lacroan01,,,Andre,Lacroix,,Andre Joseph,,68,175,L,13266,2893,lacroan01,1967,1979,1972,1978,C,1945,6,5,Canada,QC,Lauzon,,,,,,,185
lacroda01,,,Daniel,Lacroix,,Daniel,,74,205,L,10869,2894,lacroda01,1993,1999,,,L,1969,3,11,Canada,QC,Montreal,,,,,,,148
lacroer01,,,Eric,Lacroix,,Eric,,73,210,L,10870,2895,lacroer01,1993,2000,,,L,1971,7,15,Canada,QC,Montreal,,,,,,,171
lacrofr01,,,Frenchy,Lacroix,,Alphonse Albert,,67,136,L,18583,25818,lacrofr01,1925,1925,,,G,1897,10,21,USA,MA,Newton,1973,4,12,USA,ME,Lewiston,250
lacropi01,,,Pierre,Lacroix,,Pierre,,71,185,L,13267,2897,lacropi01,1979,1982,,,D,1959,4,11,Canada,QC,St. Foy,,,,,,,113
laddan01,,,Andrew,Ladd,,,,74,201,L,21262,62622,laddan01,2005,2011,,,L,1985,12,12,Canada,BC,Maple Ridge,,,,,,,70
ladoura01,,,Randy,Ladouceur,,Randy J.,Big Daddy,74,220,L,10872,2898,ladoura01,1982,1995,,,D,1960,6,30,Canada,ON,Brockville,,,,,,,167
lafayna01,,,Nathan,LaFayette,,Nathan,,73,205,R,10874,2900,lafayna01,1993,1998,,,C,1973,2,17,Canada,BC,New Westminster,,,,,,,86
laferri01,,,Rick,LaFerriere,,Richard Jacques,,68,165,L,18584,7473,laferri01,1981,1981,,,G,1961,1,3,Canada,ON,Hawkesbury,,,,,,,128
laflach01,,,Christian,Laflamme,,Christian,,73,206,R,10977,11396,laflach01,1996,2003,,,D,1976,11,24,Canada,QC,St. Charles,,,,,,,18
laflegu01,,laflegu01h,Guy,Lafleur,,Guy Damien,The Flower,72,185,R,P198802,2902,laflegu01,1971,1990,,,R,1951,9,20,Canada,QC,Thurso,,,,,,,172
laflero01,,,Roland,Lafleur,,Roland Rene,,66,145,L,13269,29882,laflero01,1924,1924,,,L,1899,,,Canada,ON,Ottawa,9999,,,,,,20
lafonpa01,,lafonpa01h,Pat,LaFontaine,,Pat,,70,182,R,P200302,2871,lafonpa01,1983,1997,,,C,1965,2,22,USA,MO,St. Louis,,,,,,,180
,laforbi01c,,Bill,Laforge,,William John Patrick,,,,,,27384,laforbi99c,,,,,,1951,9,2,Canada,SK,Edmonton,2005,6,19,Canada,AB,Edmonton,197
laforbo01,,,Bob,LaForest,,Robert,,70,195,R,13271,9210,laforbo01,1983,1983,,,R,1963,5,19,Canada,ON,Sault Ste. Marie,,,,,,,138
laforcl01,,,Claude,Laforge,,Claude Roger,,69,172,L,13272,2873,laforcl01,1957,1968,,,L,1936,7,1,Canada,QC,Sorel,,,,,,,163
laforer01,,,Ernie,Laforce,,Ernest,,71,175,L,13270,50001,laforer01,1942,1942,,,D,1916,6,23,Canada,QC,Montreal,2009,10,18,Canada,ON,Russell,124
laforma01,,,Mark,LaForest,,Mark Andrew,Trees,71,190,L,18313,5884,laforma01,1985,1993,,,G,1962,7,10,Canada,ON,Welland,,,,,,,152
laforma02,,,Marc,Laforge,,Marc F.,,74,210,L,10876,5887,laforma02,1989,1993,,,D,1968,1,3,Canada,ON,Sudbury,,,,,,,43
lafraad01,,,Adie,Lafrance,,Adelard Henry,Del,70,165,L,13274,18112,lafraad01,1933,1933,,,L,1912,1,13,Canada,ON,Chapleau,,,,,,,260
lafrale01,,,Leo,Lafrance,,Leonard Joseph,,68,160,L,13275,23462,lafrale01,1926,1927,,,L,1902,11,3,Canada,ON,Sudbury,1993,4,7,,,,216
lafrape01,,,Pete,Laframboise,,Peter Alfred,,74,185,L,13273,2904,lafrape01,1971,1974,1976,1976,L,1950,1,18,Canada,ON,Ottawa,,,,,,,205
lafreja01,,,Jason,Lafreniere,,Jason Roger,Hawk,71,185,R,10877,2907,lafreja01,1986,1993,,,C,1966,12,6,Canada,ON,St. Catharines,,,,,,,168
lafrero01,,,Roger,Lafreniere,,Roger Joseph,,72,190,L,13276,10362,lafrero01,1962,1972,,,D,1942,7,24,Canada,QC,Montreal,,,,,,,59
lagacje01,,,Jean-Guy,Lagace,,Jean Guy,,70,185,R,13277,2908,lagacje01,1968,1975,1976,1976,D,1945,2,5,Canada,QC,L'Abord Plouffe,,,,,,,254
lagacpi01,,,Pierre,Lagace,,Pierre,,74,210,L,,8238,lagacpi01,,,1977,1978,L,1957,10,27,Canada,QC,Montreal,,,,,,,243
lahacfl01,,,Floyd,Lahache,,Floyd,,70,185,L,,8064,lahacfl01,,,1977,1977,D,1957,9,17,Canada,QC,Caughnawaga,,,,,,,77
laichbr01,,,Brooks,Laich,,,,74,210,L,20377,55402,laichbr01,2003,2011,,,C,1983,6,23,Canada,SK,Wawota,,,,,,,126
laidlto01,,,Tom,Laidlaw,,Thomas J.,Cowboy/Ledge,74,215,L,13278,2910,laidlto01,1980,1989,,,D,1958,4,15,Canada,ON,Brampton,,,,,,,13
laingbi01,,,Bill,Laing,,William,,74,190,L,,10343,laingbi01,,,1974,1975,L,1953,3,24,Canada,SK,Harris,,,,,,,93
laingqu01,,,Quintin,Laing,,,,74,175,L,14779,29161,laingqu01,2003,2009,,,L,1979,6,8,Canada,SK,Harris,,,,,,,65
lairdbi01,,,Bill,Laird,,William Charles,,70,180,R,,60191,,,,,,G,1892,10,29,Canada,ON,Cobourg,1953,2,16,,,,72
lairdro01,,,Robbie,Laird,,Robert Glenn,,69,165,L,13279,2911,lairdro01,1979,1979,,,L,1954,12,29,Canada,SK,Regina,,,,,,,111
lajeuse01,,,Serge,Lajeunesse,,Serge Roger,,70,185,R,13280,2915,lajeuse01,1970,1974,,,D,1950,6,11,Canada,QC,Montreal,,,,,,,71
lajeusi01,,,Simon,Lajeunesse,,,,73,178,L,19245,35712,lajeusi01,2001,2001,,,G,1981,1,22,Canada,QC,Quebec,,,,,,,103
lakefr01,,,Fred,Lake,,Frederick Edgar,,67,175,R,,,,,,,,D,1882,,,Canada,SK,Moosomin,1937,11,28,Canada,QC,Aylmer,35
lakovsa01,,,Sasha,Lakovic,,Sasha Gordon,The Basha/Pitbull,72,220,L,10716,6387,lakovsa01,1996,1998,,,L,1971,9,7,Canada,BC,East Vancouver,,,,,,,139
lalanhe01,,,Hec,Lalande,,Hector J.,,69,150,L,13281,2922,lalanhe01,1953,1957,,,C,1934,11,24,Canada,ON,North Bay,,,,,,,216
lalibda01,,,David,Laliberte,,,,73,194,L,,70640,lalibda01,2009,2009,,,R,1986,3,17,Canada,QC,St-Jean-Sur-Richelie,,,,,,,159
lalimpa01,,,Patrick,Lalime,,Patrick,,75,189,L,18770,16316,lalimpa01,1996,2010,,,G,1974,7,7,Canada,QC,St. Bonaventure,,,,,,,197
lalonbo01,,,Bobby,Lalonde,,Robert Patrick,The Flea,65,155,L,13282,2921,lalonbo01,1971,1981,,,C,1951,3,27,Canada,QC,Montreal,,,,,,,118
lalonne01,lalonne01c,lalonne01h,Newsy,Lalonde,,Edouard Charles,,69,168,R,P195005,2923,lalonne01,1917,1926,,,C,1888,10,31,Canada,ON,Cornwall,1971,11,21,,,,164
lalonri01,,,Rick,Lalonde,,Richard,,72,200,R,,11913,lalonri01,,,1975,1975,D,1955,2,19,Canada,ON,Ottawa,,,,,,,12
lalonro01,,,Ron,Lalonde,,Ronald Leo,,70,170,L,13284,2924,lalonro01,1972,1978,,,C,1952,10,30,Canada,ON,Toronto,,,,,,,16
lalormi01,,,Mike,Lalor,,Michael John,,72,200,L,10879,2925,lalormi01,1985,1996,,,D,1963,3,8,Canada,ON,Fort Erie,,,,,,,202
lambeda01,,,Dan,Lambert,,Daniel R.,,68,177,L,10881,2929,lambeda01,1990,1991,,,D,1970,1,12,Canada,MB,St. Boniface,,,,,,,209
lambede01,,,Denny,Lambert,,Denny,,71,211,L,10184,2930,lambede01,1994,2001,,,L,1970,1,7,Canada,ON,Wawa,,,,,,,103
lambela01,,,Lane,Lambert,,Lane Douglas,,72,185,R,13286,2931,lambela01,1983,1988,,,R,1964,11,18,Canada,SK,Melfort,,,,,,,239
lambeyv01,,,Yvon,Lambert,,Yvon Pierre,,74,200,L,13287,2933,lambeyv01,1972,1981,,,L,1950,5,20,Canada,QC,Drummondville,,,,,,,28
lambjo01,,,Joe,Lamb,,Joseph Gordon,,70,170,R,13285,2927,lambjo01,1927,1937,,,R,1906,6,18,Canada,NB,Sussex,1982,8,21,,,,120
lambma01,,,Mark,Lamb,,Mark W.,,69,180,L,10880,2928,lambma01,1985,1995,,,C,1964,8,3,Canada,SK,Ponteix,,,,,,,37
lambydi01,,,Dick,Lamby,,Richard A.,,73,200,R,13288,7446,lambydi01,1978,1980,,,D,1955,5,3,USA,MA,Auburn,,,,,,,45
lamirje01,,,Jean-Paul,Lamirande,,Jean Paul,J.P./Lammy,68,170,L,13289,12103,lamirje01,1946,1954,,,D,1924,8,21,Canada,QC,Shawinigan Falls,1976,1,30,,,,54
lammeha01,,,Hank,Lammens,,Hank Jacob,,74,210,L,15034,2935,lammeha01,1993,1993,,,D,1966,2,21,Canada,ON,Brockville,,,,,,,119
,lamorlo01c,lamorlo01h,Lou,Lamoriello,,,,,,,B200901,61933,lamorlo99c,,,,,,1942,10,21,USA,RI,Providence,,,,,,,134
lamotma01,,,Marc,Lamothe,,Marc,,74,210,L,18315,13789,lamotma01,1999,2003,,,G,1974,2,27,Canada,ON,New Liskeard,,,,,,,29
lamoule01,,,Leo,Lamoureux,,Leonard Peter,,71,175,L,13290,12737,lamoule01,1941,1946,,,D,1916,10,1,Canada,ON,Espanola,1961,1,11,,,,190
lamoumi01,,,Mitch,Lamoureux,,Mitch,,66,175,L,13291,6288,lamoumi01,1983,1987,,,C,1962,8,22,Canada,ON,Ottawa,,,,,,,143
lampmbr01,,,Bryce,Lampman,,,,73,199,L,20326,56802,lampmbr01,2003,2006,,,D,1982,8,31,USA,MN,Rochester,,,,,,,212
lampmmi01,,,Mike,Lampman,,Michael David,,74,195,L,13292,2938,lampmmi01,1972,1976,,,L,1950,4,20,Canada,ON,Hamilton,,,,,,,130
lancija01,,,Jack,Lancien,,John Gordon,,72,188,L,13293,12078,lancija01,1946,1950,,,D,1923,6,14,Canada,SK,Swift Current,,,,,,,246
landean01,,,Anton,Lander,,,,72,194,,,,landean01,2011,2011,,,C,1991,4,24,,,,,,,,,,187
landega01,,,Gabriel,Landeskog,,,,73,204,,,,landega01,2011,2011,,,L,1992,11,23,,,,,,,,,,152
landobr01,,,Bruce,Landon,,Bruce Norman,,70,175,L,,2939,landobr01,,,1972,1976,G,1949,10,5,Canada,ON,Kingston,,,,,,,238
landola01,,,Larry,Landon,,Larry James,,72,191,R,13294,6149,landola01,1983,1984,,,L,1958,5,4,Canada,ON,Niagara Falls,,,,,,,7
landrer01,,,Eric,Landry,,Eric,,70,184,L,10046,21479,landrer01,1997,2001,,,C,1975,1,20,Canada,QC,Gatineau,,,,,,,83
lanego01,,,Gord,Lane,,Gordon T.,,73,190,L,13295,2940,lanego01,1975,1984,,,D,1953,3,31,Canada,MB,Brandon,,,,,,,237
lanemy01,,,Myles,Lane,,Myles J.,,72,180,L,13296,20362,lanemy01,1928,1933,,,D,1905,10,2,USA,MA,Melrose,1987,8,6,USA,NY,New York,260
langdda01,,,Darren,Langdon,,Darren,Langer,73,205,L,10068,6386,langdda01,1994,2005,,,L,1971,1,8,Canada,NL,Deer Lake,,,,,,,26
langdst01,,,Steve,Langdon,,Stephen Murray,,71,175,L,13297,6662,langdst01,1974,1977,,,L,1953,12,23,Canada,ON,Toronto,,,,,,,109
langech01,,,Chris,Langevin,,Christopher,,72,190,L,13299,2944,langech01,1983,1985,,,L,1959,11,27,Canada,QC,Montreal,,,,,,,259
langeda01,,,Dave,Langevin,,David R.,Bammer/Moose,74,200,L,13300,2945,langeda01,1979,1986,1976,1978,D,1954,5,15,USA,MN,St. Paul,,,,,,,17
langeja01,,,Jamie,Langenbrunner,,James C.,,73,200,R,14811,6215,langeja01,1994,2011,,,R,1975,7,24,USA,MN,Duluth,,,,,,,74
langepe01,,,Pete,Langelle,also known as Landiak,Peter,,71,170,L,13298,13750,langepe01,1938,1941,,,C,1917,11,4,Canada,MB,Winnipeg,2010,11,29,Canada,MB,Winnipeg,150
langfjo01,,,Josh,Langfeld,,,,75,216,R,11309,33865,langfjo01,2001,2007,,,R,1977,7,17,USA,MN,Fridley,,,,,,,32
langkda01,,,Daymond,Langkow,,Daymond,,70,183,L,10635,11397,langkda01,1995,2011,,,C,1976,9,27,Canada,AB,Edmonton,,,,,,,185
langksc01,,,Scott,Langkow,,Scott,,71,190,L,18774,17929,langksc01,1995,1999,,,G,1975,4,21,Canada,AB,Edmonton,,,,,,,231
langlal01,,,Albert,Langlois,,Albert,Junior,72,205,L,13302,2948,langlal01,1957,1965,,,D,1934,11,6,Canada,QC,Magog,,,,,,,209
langlal02,,,Alain,Langlais,,Alain Joseph Alfred,,70,175,L,13301,2947,langlal02,1973,1974,,,L,1950,10,9,Canada,QC,Chicoutimi,,,,,,,171
langlch01,,,Charlie,Langlois,,Louis Charles,,72,210,R,13303,23478,langlch01,1924,1927,,,D,1894,8,25,Canada,QC,Lotbiniere,1965,8,31,Canada,ON,Sudbury,87
langos01,,,Ossie,Lang,,Oswald,,,,,,,,,,,,G,,,,,,,,,,,,,113
langro01,,,Robert,Lang,,Robert,,75,216,R,10882,2942,langro01,1992,2009,,,C,1970,12,19,Czech Republic,,Teplice,,,,,,,211
langwro01,,langwro01h,Rod,Langway,,Rod Corry,Hot Rod,75,218,L,P200203,2952,langwro01,1978,1992,1977,1977,D,1957,5,3,Taiwan,,Maag,,,,,,,120
lankje01,,,Jeff,Lank,,Jeffrey,,75,205,L,14991,21487,lankje01,1999,1999,,,D,1975,3,1,Canada,SK,Indian Head,,,,,,,196
lanthje01,,,Jean-Marc,Lanthier,,Jean Marc,,74,195,R,13304,2954,lanthje01,1983,1987,,,R,1963,3,27,Canada,QC,Montreal,,,,,,,131
lanyote01,,,Ted,Lanyon,,Edward George,,71,175,L,13305,10574,lanyote01,1967,1967,,,D,1939,6,11,Canada,MB,Winnipeg,2008,5,21,Canada,MB,Winnipeg,99
